session_id,customer_id,station_id,session_start,duration_minutes,energy_kwh,wait_time_minutes,amount_paid
437,1586,44,2024-07-17 07:13:00,88,100.86,4,1378.66
438,1019,7,2025-02-16 00:09:00,108,149.41,2,1940.7
439,932,21,2024-03-27 09:10:00,18,15.34,11,176.93
440,146,12,2024-12-29 14:16:00,70,103.64,14,1503.08
441,288,8,2025-05-12 18:31:00,15,13.91,28,167.05
442,1756,40,2025-04-14 21:08:00,66,61.38,10,720.41
443,1398,27,2024-09-16 14:16:00,97,61.93,1,954.37
444,502,45,2025-02-24 17:00:00,29,39.66,9,466.33
445,1168,26,2025-03-13 02:14:00,59,81.82,2,940.06
446,960,42,2024-09-30 14:06:00,20,15.24,3,261.74
447,1890,26,2025-01-28 13:12:00,61,54.65,10,624.33
448,1238,32,2024-04-18 22:47:00,70,49.2,14,412.43
449,319,31,2024-03-15 20:13:00,50,55.57,34,479.24
450,1656,24,2025-02-08 13:30:00,37,24.0,0,420.63
451,1401,28,2024-05-18 08:40:00,32,21.61,2,232.07
452,168,20,2025-03-23 22:28:00,63,67.55,8,664.74
453,111,6,2025-04-03 13:21:00,106,91.92,6,1056.41
454,859,31,2024-08-31 17:44:00,110,81.91,13,945.81
455,1420,37,2024-07-18 00:35:00,110,154.48,6,1356.04
456,1368,38,2024-11-11 04:20:00,95,141.33,10,1150.69
457,1837,30,2025-04-23 04:31:00,120,106.17,13,1128.38
458,1480,1,2024-08-18 04:40:00,67,78.73,3,658.57
459,1528,13,2024-08-03 22:34:00,109,81.69,12,830.08
460,430,13,2025-05-12 21:36:00,11,10.27,11,83.82
461,1837,20,2024-09-14 03:44:00,73,86.43,14,1049.31
462,721,23,2025-02-28 17:27:00,76,112.23,10,1025.09
463,361,30,2024-08-07 11:11:00,80,90.83,13,1073.21
464,1731,43,2024-12-18 21:27:00,91,77.8,3,1396.79
465,1651,7,2024-02-15 20:01:00,88,126.65,16,1641.9
466,1540,40,2025-04-19 17:06:00,91,90.97,1,1335.18
467,1745,27,2024-04-18 07:49:00,68,74.56,3,742.29
468,962,8,2024-06-28 14:26:00,115,135.74,12,1096.24
469,768,15,2024-09-16 09:17:00,94,78.78,13,1160.67
470,9,27,2024-01-17 00:01:00,29,38.03,10,431.67
471,1965,37,2024-08-08 07:35:00,60,46.4,12,755.65
472,1642,37,2024-08-07 04:40:00,59,87.3,5,1050.32
473,652,34,2024-03-22 13:14:00,22,27.26,4,355.54
474,1294,37,2025-02-05 12:53:00,107,124.61,8,2040.29
475,326,21,2024-04-14 02:05:00,13,12.92,4,106.95
476,1450,35,2025-04-16 02:36:00,58,36.12,4,644.17
477,1300,41,2025-02-02 11:11:00,40,47.49,7,520.93
478,1097,16,2025-01-06 12:49:00,43,51.31,8,453.05
479,295,41,2024-01-12 20:37:00,120,83.17,39,1436.51
480,252,7,2024-03-13 09:16:00,33,22.56,15,371.03
481,1870,14,2024-07-19 03:31:00,111,68.79,2,885.0
482,1282,5,2024-04-17 21:26:00,58,81.24,14,1306.79
483,369,20,2024-01-06 05:42:00,82,95.78,1,878.5
484,703,23,2024-09-04 19:38:00,79,47.76,43,736.31
485,1898,8,2024-04-08 19:01:00,78,48.42,42,755.82
486,443,24,2024-02-28 06:01:00,51,36.96,2,564.65
487,1925,9,2024-05-17 08:30:00,35,51.03,11,769.58
488,1336,19,2024-08-27 23:51:00,73,72.45,12,1247.84
489,513,12,2024-04-11 21:54:00,101,86.15,12,777.84
490,1625,50,2024-10-27 09:10:00,111,87.16,15,1075.09
491,914,28,2024-11-01 23:17:00,114,101.1,3,1422.78
492,880,13,2024-10-17 11:23:00,90,120.37,14,1164.28
493,70,33,2024-05-09 18:26:00,47,53.74,43,619.22
494,62,8,2024-04-02 10:27:00,111,85.17,7,743.23
495,1346,24,2024-07-09 04:49:00,50,35.5,10,528.34
496,1469,22,2024-04-19 14:36:00,111,98.72,7,1344.21
497,790,19,2024-11-04 06:33:00,37,25.63,8,388.62
498,1938,43,2024-02-08 18:57:00,92,90.12,37,1007.35
499,656,13,2024-04-10 01:51:00,73,76.56,8,934.98
500,255,29,2024-03-28 19:20:00,85,80.29,11,871.18
501,1319,37,2024-01-03 14:18:00,26,35.29,12,295.38
502,1093,34,2024-01-21 10:41:00,12,7.95,3,129.57
503,851,47,2024-06-03 08:20:00,106,96.59,2,1310.2
504,642,32,2024-11-09 01:25:00,48,58.89,14,761.65
505,1313,8,2025-03-07 11:39:00,23,14.41,1,234.23
506,285,7,2024-06-14 22:46:00,65,52.24,2,517.78
507,1848,24,2025-02-21 17:00:00,98,135.36,8,2278.54
508,89,8,2024-01-25 09:04:00,43,38.55,12,412.45
509,349,9,2024-10-25 14:07:00,26,23.07,4,358.29
510,1819,27,2024-11-22 14:42:00,25,26.74,7,368.45
511,1355,32,2025-05-14 08:20:00,108,135.84,7,1211.42
512,1570,19,2024-12-30 02:22:00,81,109.51,7,1598.28
513,1506,14,2024-12-21 02:04:00,73,47.76,0,702.31
514,959,25,2024-04-06 15:06:00,53,41.75,10,651.5
515,639,46,2024-08-20 20:09:00,118,124.38,18,1267.16
516,745,25,2025-05-14 14:55:00,89,94.53,12,933.91
517,570,28,2024-03-25 21:19:00,83,98.23,4,1238.64
518,220,48,2024-02-26 07:01:00,68,52.25,0,666.84
519,1088,29,2024-06-29 08:07:00,80,54.05,13,547.02
520,813,33,2024-08-08 16:21:00,16,15.96,11,143.29
521,1329,25,2025-01-09 13:12:00,47,36.21,5,504.79
522,1085,39,2024-09-09 16:27:00,23,27.9,7,490.75
523,450,8,2024-01-28 01:36:00,44,35.86,3,385.66
524,1808,40,2024-12-24 22:25:00,60,57.22,7,877.71
525,1802,45,2024-05-17 15:13:00,31,40.52,11,582.23
526,1446,39,2024-05-27 23:00:00,22,16.86,15,259.49
527,1747,45,2024-05-02 05:20:00,97,64.26,5,727.52
528,933,10,2025-05-07 00:42:00,70,68.96,0,674.09
529,541,5,2024-03-28 21:48:00,119,72.44,11,1281.86
530,1195,1,2024-09-07 07:30:00,24,15.38,0,210.29
531,596,15,2024-09-25 16:10:00,106,77.58,3,698.21
532,1647,48,2024-06-20 14:31:00,104,95.23,8,1393.6
533,520,24,2024-08-22 00:52:00,55,47.91,10,810.34
534,1587,43,2025-03-14 19:30:00,24,20.23,43,309.16
535,43,10,2024-07-29 07:42:00,28,25.8,0,269.45
536,1518,45,2025-05-13 13:23:00,36,45.72,6,786.68
537,774,41,2024-02-25 08:56:00,90,108.98,14,1947.83
538,1795,34,2024-03-30 08:58:00,96,87.74,10,1045.01
539,855,18,2024-06-07 06:02:00,84,89.72,10,1466.18
540,252,28,2025-02-11 14:36:00,111,145.75,9,1326.6
541,18,32,2025-04-19 21:09:00,69,83.69,9,1191.57
542,1361,11,2024-06-04 15:18:00,18,23.76,0,297.92
543,446,19,2025-02-26 18:07:00,16,16.63,10,204.6
544,1353,1,2024-01-26 08:08:00,54,75.11,4,1317.19
545,1461,18,2024-03-14 23:12:00,65,73.24,2,798.9
546,66,31,2025-04-22 11:15:00,113,136.8,12,1672.47
547,1981,7,2025-04-02 08:58:00,48,54.59,5,744.56
548,1391,21,2025-02-15 18:08:00,97,125.22,26,1171.67
549,1136,13,2024-06-03 09:05:00,48,53.28,14,717.06
550,770,28,2024-02-19 04:33:00,66,80.83,11,1025.23
551,876,30,2024-08-03 13:29:00,13,18.48,0,324.78
552,863,6,2025-01-21 04:39:00,48,62.78,11,582.14
553,1113,37,2025-03-25 09:03:00,106,144.22,4,1734.88
554,13,30,2025-02-17 16:29:00,117,75.92,1,812.48
555,1331,7,2024-06-19 19:06:00,115,99.07,40,1476.73
556,1771,4,2024-03-03 23:37:00,96,101.73,1,1527.55
557,1058,10,2024-10-14 23:31:00,27,21.63,4,238.12
558,637,47,2025-04-24 00:51:00,72,83.61,6,764.79
559,1,10,2024-11-05 03:33:00,22,18.09,3,230.42
560,1706,33,2024-08-15 12:03:00,25,21.75,15,387.74
561,1680,16,2025-03-06 17:16:00,115,132.42,14,2197.26
562,1264,8,2024-08-09 04:40:00,12,9.2,7,89.31
563,1519,45,2024-10-06 06:30:00,71,61.13,3,1075.33
564,1010,24,2024-12-07 08:25:00,59,72.45,3,915.74
565,1667,28,2024-03-16 00:18:00,68,48.15,12,390.51
566,621,3,2024-11-26 20:57:00,94,108.84,12,1859.11
567,727,9,2024-08-27 23:29:00,45,27.37,5,316.88
568,1753,33,2024-04-17 11:57:00,100,107.26,2,1045.25
569,311,23,2024-12-01 23:36:00,53,53.72,4,579.28
570,1562,43,2024-06-04 12:04:00,117,138.13,12,2434.62
571,1241,43,2024-04-02 18:45:00,74,96.04,43,1017.28
572,1430,21,2024-10-28 18:22:00,84,97.08,35,842.24
573,61,47,2024-03-22 07:06:00,95,66.08,15,742.51
574,475,50,2025-02-17 23:50:00,40,27.8,5,424.83
575,787,49,2025-05-13 13:59:00,18,11.8,8,107.91
576,1735,48,2024-02-07 14:48:00,57,65.32,0,1125.82
577,658,7,2024-12-23 14:24:00,27,40.23,6,400.58
578,1006,29,2024-12-13 09:14:00,35,44.38,13,716.22
579,1657,13,2024-02-14 18:01:00,90,131.75,16,1322.16
580,1659,9,2025-04-02 00:23:00,109,105.43,2,1202.65
581,1398,47,2025-05-05 23:41:00,77,80.58,6,1104.24
582,971,33,2024-06-29 11:39:00,81,110.81,2,1372.8
583,1281,25,2025-03-23 02:36:00,20,14.29,9,128.74
584,1022,15,2024-01-27 19:34:00,52,32.25,28,555.43
585,515,25,2024-12-26 11:04:00,30,44.14,2,589.01
586,495,34,2025-04-22 19:32:00,49,47.01,13,632.73
587,1827,8,2024-10-25 15:59:00,43,51.08,1,581.31
588,535,13,2024-06-20 01:08:00,36,39.33,10,678.12
589,1359,4,2024-04-30 15:04:00,113,164.21,1,1881.59
590,145,27,2024-11-02 23:39:00,20,27.98,15,488.7
591,555,47,2024-01-22 03:02:00,73,77.15,11,950.11
592,622,15,2024-01-11 01:01:00,109,142.1,6,1895.88
593,1762,25,2024-12-15 21:47:00,12,13.17,1,156.34
594,773,45,2024-03-05 13:44:00,64,70.05,3,867.19
595,1838,40,2025-04-07 11:22:00,34,30.9,1,320.79
596,189,38,2024-01-06 07:26:00,105,134.12,1,2402.01
597,31,47,2024-05-07 01:04:00,17,12.14,5,131.43
598,644,23,2024-11-04 20:56:00,41,61.43,18,863.78
599,981,43,2024-03-03 21:04:00,19,15.68,6,203.04
600,1506,23,2025-04-04 07:28:00,101,88.12,11,1392.48
601,600,42,2024-05-05 16:57:00,44,39.03,3,333.32
602,1845,27,2024-12-27 19:31:00,45,30.18,18,495.38
603,1067,15,2024-06-05 23:35:00,36,25.58,4,213.81
604,482,45,2024-08-13 20:48:00,68,99.13,11,1287.61
605,70,18,2024-05-22 18:24:00,48,64.53,15,554.78
606,1751,40,2024-07-15 15:01:00,120,113.32,14,956.89
607,422,25,2024-04-04 21:27:00,78,50.47,9,419.56
608,1563,23,2025-04-24 00:58:00,87,111.28,10,1917.02
609,1859,17,2025-02-18 18:13:00,106,66.21,37,1102.89
610,1603,47,2025-04-20 23:48:00,17,22.55,12,395.18
611,1910,44,2024-05-27 17:29:00,64,71.38,8,687.07
612,781,30,2025-01-16 07:08:00,11,9.38,8,83.06
613,512,50,2024-10-04 09:21:00,83,79.28,8,920.99
614,1351,17,2025-02-04 20:51:00,108,123.9,17,1371.44
615,1354,21,2025-03-04 08:54:00,32,31.98,0,396.52
616,956,3,2025-05-09 11:30:00,91,123.75,6,1495.66
617,1187,6,2024-05-21 19:35:00,50,72.9,38,714.28
618,1569,18,2024-05-12 15:08:00,39,45.52,4,760.75
619,1344,4,2024-04-29 03:41:00,14,10.72,14,147.92
620,86,36,2025-01-02 07:03:00,101,150.77,8,1230.46
621,1731,23,2024-10-03 22:02:00,86,69.77,3,612.22
622,909,8,2024-09-18 02:15:00,36,32.16,11,523.93
623,1395,27,2024-02-06 20:27:00,46,33.52,30,471.62
624,738,22,2025-05-14 13:57:00,93,87.16,9,1239.34
625,329,24,2024-01-23 09:59:00,29,41.2,0,373.37
626,434,21,2024-09-18 22:49:00,104,109.97,11,1913.41
627,776,38,2024-01-17 21:46:00,29,27.35,2,480.04
628,1964,15,2024-10-16 16:36:00,90,98.41,13,1317.68
629,249,34,2025-02-12 01:38:00,70,83.53,14,932.98
630,400,37,2024-05-30 07:21:00,41,54.08,11,557.51
631,645,48,2025-05-12 03:44:00,40,40.02,13,464.98
632,721,36,2024-09-15 02:58:00,56,66.53,7,830.94
633,858,15,2024-10-18 04:59:00,78,64.0,13,943.43
634,1364,9,2024-11-06 08:50:00,46,41.74,3,367.94
635,863,33,2024-03-16 18:31:00,90,125.4,22,2131.64
636,1795,30,2024-01-08 05:07:00,63,52.73,15,813.55
637,259,3,2025-03-02 13:01:00,98,73.52,2,685.48
638,1776,34,2025-04-15 12:57:00,64,58.81,12,880.34
639,495,46,2024-05-30 03:21:00,115,161.98,3,2906.14
640,93,5,2025-01-13 11:28:00,62,72.4,13,788.65
641,978,45,2024-03-09 23:11:00,102,131.51,2,1252.31
642,16,38,2024-10-30 11:43:00,93,93.76,10,1161.3
643,1042,47,2024-10-28 08:49:00,22,17.8,15,203.12
644,1156,34,2025-04-04 16:37:00,75,101.97,13,1106.64
645,787,21,2025-01-22 05:09:00,15,19.99,6,245.98
646,570,37,2025-03-26 19:20:00,22,20.08,20,184.45
647,561,32,2024-08-12 07:56:00,31,26.65,8,476.72
648,1544,7,2025-04-18 07:42:00,45,32.71,6,442.29
649,1042,49,2024-03-27 00:38:00,15,21.96,6,177.14
650,1705,2,2024-07-08 06:18:00,83,81.66,14,1078.64
651,1702,30,2024-05-31 03:45:00,100,142.73,3,1776.14
652,886,32,2024-05-14 02:55:00,27,40.33,3,713.21
653,1646,6,2025-01-16 07:46:00,19,16.99,10,182.83
654,1292,48,2024-09-19 21:49:00,19,23.49,10,397.51
655,79,28,2024-02-21 22:50:00,76,67.32,1,1177.55
656,1285,1,2024-05-05 04:37:00,58,80.32,7,1183.39
657,544,31,2024-03-18 15:52:00,33,41.59,9,387.53
658,1301,6,2025-05-01 16:54:00,102,130.0,0,1604.61
659,1005,36,2024-11-08 06:45:00,32,20.32,8,287.2
660,1293,38,2024-04-30 20:22:00,71,76.5,21,1283.59
661,1722,15,2025-03-24 09:42:00,72,74.97,12,1047.96
662,1113,31,2024-05-31 03:14:00,24,35.2,9,429.3
663,916,21,2024-05-06 21:27:00,24,18.21,10,265.98
664,712,45,2024-07-22 22:08:00,109,151.94,15,2128.77
665,1408,16,2024-01-15 09:17:00,74,58.73,13,505.55
666,1581,21,2024-05-13 21:20:00,62,59.04,14,723.36
667,534,4,2024-05-17 15:46:00,38,34.42,1,381.55
668,840,15,2024-10-20 05:34:00,36,46.86,3,819.06
669,1257,40,2024-06-17 04:38:00,79,48.82,0,782.3
670,185,50,2024-12-26 10:58:00,55,70.96,2,1032.42
671,1063,14,2024-07-04 17:12:00,30,40.63,12,674.35
672,470,19,2025-02-14 05:58:00,57,51.21,6,692.85
673,510,1,2024-01-19 00:48:00,77,53.3,12,848.19
674,87,11,2024-05-24 09:01:00,39,45.57,7,379.95
675,1536,8,2025-02-20 12:41:00,61,43.8,8,727.95
676,157,5,2024-09-15 23:45:00,107,134.75,0,1097.86
677,1701,35,2024-11-05 04:06:00,104,117.46,12,1167.89
678,1241,20,2025-02-05 10:27:00,75,95.19,9,1022.39
679,416,7,2024-05-15 20:36:00,70,65.72,37,586.92
680,1981,27,2024-10-14 08:30:00,46,65.18,7,770.69
681,1018,47,2024-07-20 11:48:00,79,98.21,14,1005.73
682,1998,2,2024-07-22 07:28:00,57,58.66,3,846.36
683,681,10,2025-02-18 20:05:00,22,24.31,23,404.72
684,1004,38,2024-05-07 02:09:00,61,70.45,15,932.34
685,1720,37,2025-01-24 07:03:00,108,112.76,13,1253.28
686,692,10,2024-01-19 10:44:00,82,93.39,0,997.54
687,429,49,2024-10-14 15:34:00,73,64.37,7,722.13
688,1452,31,2024-09-20 17:54:00,104,155.32,2,2673.42
689,872,45,2024-02-09 12:08:00,106,64.9,3,627.06
690,897,8,2024-01-20 13:31:00,31,36.07,15,339.01
691,1791,36,2024-08-02 12:00:00,47,33.17,9,504.17
692,1803,44,2024-05-18 16:20:00,88,123.25,5,1160.42
693,1072,44,2024-04-14 19:45:00,57,60.84,26,773.95
694,432,22,2025-04-19 23:46:00,119,170.77,5,2261.64
695,1699,31,2024-01-06 10:26:00,32,23.53,2,421.97
696,12,20,2024-12-25 06:12:00,98,67.08,14,758.7
697,126,40,2024-08-27 19:10:00,18,16.48,45,277.41
698,707,41,2024-01-08 06:17:00,46,61.58,13,852.56
699,627,24,2024-11-15 12:59:00,42,46.41,6,407.24
700,313,7,2025-01-09 06:17:00,32,26.77,3,248.08
701,1070,38,2024-11-26 12:21:00,83,107.47,8,1898.63
702,1510,40,2024-12-08 15:13:00,31,18.67,7,334.02
703,188,40,2024-03-16 04:10:00,70,97.1,10,852.33
704,1987,4,2024-03-11 16:51:00,66,64.87,15,731.14
705,1025,49,2024-03-01 07:35:00,60,56.37,12,849.07
706,728,20,2025-03-05 16:20:00,77,51.62,6,906.12
707,1937,41,2025-03-02 08:45:00,28,37.96,14,489.72
708,1616,17,2024-12-16 03:35:00,65,77.15,5,636.72
709,749,30,2025-01-29 21:22:00,103,101.11,6,1195.58
710,367,48,2024-01-06 06:28:00,56,60.11,0,833.24
711,673,7,2025-04-11 11:58:00,42,44.21,0,621.93
712,69,42,2024-05-20 20:30:00,60,38.37,26,412.16
713,118,37,2025-02-25 00:55:00,101,144.92,14,1869.9
714,970,48,2025-03-23 20:48:00,79,104.81,12,1225.79
715,1256,46,2024-03-19 22:47:00,32,44.28,4,390.91
716,1709,8,2024-01-29 14:40:00,100,65.61,3,1087.74
717,569,13,2024-12-01 19:47:00,12,10.79,30,183.19
718,347,38,2025-01-04 11:33:00,11,15.91,12,193.53
719,1368,43,2024-02-01 02:12:00,115,147.79,4,2259.65
720,172,12,2024-08-15 01:17:00,87,67.76,13,659.28
721,1530,1,2024-06-08 08:35:00,54,38.12,14,521.55
722,1427,6,2024-10-16 14:05:00,24,34.23,5,523.57
723,381,21,2024-10-29 20:01:00,108,81.26,10,826.84
724,768,30,2024-02-11 23:15:00,49,66.33,6,1026.4
725,1512,9,2024-06-07 01:24:00,100,85.84,8,807.26
726,647,27,2024-04-25 06:17:00,35,26.58,9,281.58
727,901,17,2024-02-17 15:22:00,84,77.89,14,1269.22
728,1408,11,2024-01-19 18:24:00,29,31.44,23,563.96
729,889,23,2024-11-26 21:50:00,46,36.19,8,322.37
730,1584,14,2024-05-12 06:29:00,43,27.02,3,355.86
731,1293,12,2024-08-31 04:29:00,85,75.71,12,1104.08
732,1846,3,2024-06-14 22:06:00,90,83.07,0,796.43
733,974,22,2024-06-21 20:57:00,22,16.9,32,186.96
734,957,35,2024-04-05 00:28:00,113,130.51,13,1998.05
735,970,16,2024-05-09 23:23:00,86,77.75,12,855.38
736,1989,15,2025-01-25 16:06:00,63,61.95,8,1086.59
737,821,38,2024-01-15 05:32:00,31,44.33,6,776.44
738,1164,49,2024-03-12 04:42:00,52,68.11,1,1205.77
739,634,50,2024-03-13 11:29:00,60,44.93,0,655.35
740,411,12,2024-06-03 09:05:00,33,26.81,6,331.52
741,1484,16,2024-03-19 21:35:00,118,153.17,0,1956.51
742,706,7,2024-08-29 17:43:00,60,73.73,15,1082.68
743,1703,30,2024-12-27 07:48:00,22,20.87,10,326.21
744,274,26,2025-01-30 10:57:00,46,61.54,13,859.68
745,1094,5,2024-06-26 15:42:00,104,153.21,0,1565.34
746,1247,12,2025-01-28 07:23:00,56,50.73,0,715.58
747,1540,26,2025-04-13 02:41:00,39,28.25,6,238.5
748,619,28,2024-02-17 10:24:00,93,70.86,4,768.81
749,793,44,2025-02-24 15:02:00,43,62.89,13,616.02
750,816,44,2024-09-21 03:29:00,113,76.2,3,1109.37
751,829,1,2024-03-23 10:08:00,83,87.67,14,711.52
752,1340,43,2024-07-24 13:49:00,16,13.96,8,215.27
753,238,39,2025-02-17 14:32:00,57,74.27,10,1221.12
754,1991,24,2024-02-27 05:27:00,78,100.12,2,951.53
755,691,46,2024-10-29 08:12:00,75,99.87,14,1233.28
756,952,19,2024-01-21 03:55:00,72,73.02,1,1233.43
757,1406,24,2024-05-09 13:21:00,96,83.19,0,1117.03
758,367,19,2024-07-01 13:01:00,67,59.78,1,834.4
759,732,47,2024-01-19 17:47:00,60,49.43,2,659.88
760,259,47,2024-03-15 20:31:00,65,91.22,32,1616.28
761,1412,40,2024-05-04 23:52:00,77,85.64,1,750.67
762,764,3,2024-03-16 19:46:00,91,121.14,16,1431.77
763,1486,6,2024-06-21 20:47:00,48,47.05,11,462.94
764,1530,17,2025-01-04 20:47:00,20,27.06,37,477.65
765,1626,13,2024-10-19 08:19:00,88,93.51,7,1397.28
766,101,24,2024-10-20 15:13:00,107,154.29,8,2386.67
767,1594,12,2024-05-21 16:42:00,15,17.16,5,253.66
768,559,1,2024-07-27 06:01:00,110,107.02,4,1150.22
769,948,39,2025-02-08 20:20:00,22,17.58,11,265.28
770,453,5,2024-11-09 09:46:00,101,115.99,14,1609.84
771,1301,39,2024-06-17 17:24:00,70,100.58,0,1149.58
772,655,23,2025-02-25 14:09:00,69,94.46,15,954.65
773,1429,11,2024-12-10 12:16:00,61,38.37,2,549.22
774,1150,23,2024-02-12 06:47:00,77,71.78,9,1113.21
775,925,44,2024-08-27 00:09:00,89,100.25,11,1368.3
776,851,49,2024-01-12 09:35:00,105,109.38,7,1285.53
777,1101,9,2024-07-12 19:54:00,25,17.18,23,173.74
778,227,37,2024-05-28 05:55:00,30,38.71,12,522.61
779,721,49,2024-04-21 13:57:00,86,73.19,11,1046.82
780,1361,44,2025-05-06 20:48:00,91,80.63,44,1074.4
781,462,26,2024-09-10 14:18:00,115,164.69,5,2839.11
782,364,26,2024-05-27 00:34:00,116,104.48,14,1521.43
783,1400,7,2024-07-15 18:41:00,63,93.04,36,920.05
784,60,40,2024-04-24 04:39:00,89,93.72,2,1311.68
785,1500,27,2025-04-29 00:20:00,88,72.6,15,1077.65
786,1950,24,2024-01-12 23:38:00,111,131.95,6,2177.58
787,331,30,2024-07-07 23:55:00,40,30.31,6,340.3
788,601,5,2025-04-02 00:13:00,83,84.25,7,1249.99
789,909,16,2025-02-11 05:29:00,74,87.12,10,1456.72
790,1862,11,2024-05-05 14:46:00,18,10.91,1,161.69
791,833,34,2024-08-28 12:04:00,110,107.29,8,1806.07
792,1101,8,2025-01-01 19:41:00,78,96.98,38,1242.13
793,1487,4,2024-05-29 12:53:00,115,144.05,1,1675.84
794,1468,33,2024-11-18 20:28:00,64,83.76,16,792.36
795,538,49,2025-02-26 18:48:00,111,77.77,20,907.16
796,1345,22,2024-03-13 07:50:00,71,56.02,3,633.04
797,1421,5,2024-08-22 22:31:00,106,86.95,8,993.35
798,1412,29,2024-06-18 14:44:00,43,47.79,1,746.16
799,304,34,2024-05-27 00:14:00,57,63.11,9,698.41
800,1467,11,2024-10-17 20:19:00,70,86.92,28,829.6
801,1650,45,2024-03-06 04:38:00,47,64.54,8,927.29
802,58,14,2024-10-25 09:09:00,84,51.31,11,780.5
803,1527,34,2024-07-26 15:39:00,31,45.73,4,634.34
804,1027,21,2024-09-24 11:24:00,120,172.02,5,2874.08
805,988,12,2024-09-04 12:00:00,95,137.96,10,1413.85
806,423,15,2024-03-17 08:38:00,109,136.89,3,1984.9
807,731,32,2024-08-23 18:58:00,91,128.83,43,2187.71
808,1519,13,2024-07-05 21:02:00,61,70.99,10,928.13
809,556,36,2025-05-07 17:54:00,104,112.73,2,1995.81
810,115,29,2024-10-17 16:15:00,41,34.05,5,507.24
811,1333,16,2024-04-26 22:45:00,68,51.66,8,698.43
812,188,48,2024-04-07 23:53:00,18,25.48,4,336.99
813,125,14,2024-04-26 07:37:00,107,120.18,14,1079.54
814,1806,4,2024-06-12 20:04:00,35,36.07,38,318.64
815,405,7,2024-10-04 18:13:00,86,89.31,10,1234.01
816,1764,8,2025-01-03 14:49:00,92,71.33,14,1278.4
817,516,49,2024-07-27 19:17:00,73,85.27,31,1114.73
818,1054,19,2025-05-02 20:19:00,43,59.36,25,677.38
819,1389,36,2024-09-14 09:40:00,66,46.22,5,595.12
820,654,33,2024-08-28 15:10:00,32,21.09,13,310.65
821,194,29,2024-06-24 20:43:00,78,104.54,22,1650.47
822,1563,15,2024-04-19 09:32:00,49,43.51,15,392.86
823,615,40,2024-04-17 18:43:00,29,25.85,22,404.91
824,1610,11,2025-03-12 05:39:00,94,69.69,15,1012.94
825,1616,27,2025-02-03 23:17:00,39,56.14,15,973.65
826,1709,20,2024-07-08 04:19:00,52,65.21,10,814.93
827,872,37,2024-07-20 13:00:00,107,154.72,1,2736.5
828,725,42,2025-02-16 04:29:00,108,91.45,6,922.37
829,1468,17,2024-05-30 11:01:00,51,50.22,12,565.32
830,1147,48,2024-04-12 06:39:00,74,73.71,8,668.43
831,498,11,2024-06-15 23:30:00,102,115.63,1,1828.37
832,799,45,2025-05-06 22:31:00,41,34.94,12,300.25
833,115,41,2024-06-24 08:34:00,57,56.68,9,516.37
834,276,48,2024-02-07 10:49:00,103,100.16,4,1676.63
835,1208,20,2024-10-20 06:35:00,21,20.88,10,286.63
836,1563,43,2024-05-13 17:33:00,114,98.3,0,924.48
837,1577,5,2025-03-21 22:45:00,104,91.79,11,1565.11
838,914,48,2025-03-28 06:11:00,51,52.1,14,605.51
839,408,44,2025-05-12 22:16:00,42,48.02,0,451.52
840,1316,27,2024-08-06 12:51:00,72,94.92,1,1625.96
841,1050,24,2024-01-09 18:27:00,14,20.49,30,325.82
842,1008,19,2024-10-21 10:40:00,18,22.7,2,402.75
843,1599,8,2024-09-29 05:51:00,75,102.13,2,1403.19
844,960,40,2024-11-28 06:48:00,19,24.52,13,396.67
845,954,29,2025-03-31 23:09:00,93,83.46,5,1208.37
846,696,30,2024-09-27 22:47:00,114,165.72,0,1991.07
847,602,1,2024-11-15 12:01:00,11,8.83,13,83.93
848,1753,15,2024-10-26 21:49:00,51,55.04,6,864.09
849,1177,23,2025-04-02 22:55:00,83,61.2,4,615.76
850,372,7,2024-01-14 17:38:00,118,74.99,4,1004.92
851,1956,5,2024-06-16 10:59:00,39,46.5,6,512.86
852,869,18,2024-04-29 06:49:00,55,34.35,14,317.09
853,1942,25,2024-01-14 14:55:00,105,143.72,6,1696.49
854,916,29,2024-07-23 06:13:00,108,101.79,3,908.83
855,359,33,2025-04-12 18:46:00,76,53.92,23,496.26
856,1002,48,2024-11-05 11:47:00,50,48.68,6,869.01
857,1638,33,2024-07-03 15:16:00,75,52.56,14,428.97
858,779,27,2024-07-23 03:22:00,56,81.26,2,1002.87
859,1737,42,2024-06-02 07:44:00,20,23.71,12,397.37
860,33,18,2025-01-08 20:57:00,51,32.68,25,319.4
861,19,9,2024-09-22 04:08:00,98,100.24,1,863.25
862,1644,14,2025-03-19 23:42:00,47,43.92,13,712.93
863,859,12,2024-03-30 16:09:00,104,138.16,5,1609.66
864,1895,8,2025-02-06 05:01:00,73,57.21,12,815.42
865,1862,17,2024-11-14 10:01:00,110,68.56,0,1157.86
866,71,48,2025-03-22 04:58:00,62,39.79,12,621.72
867,1480,34,2024-03-27 05:06:00,11,10.05,7,89.66
868,136,8,2025-05-10 15:29:00,63,86.34,14,806.77
869,1236,41,2024-01-01 09:30:00,70,98.67,8,915.85
870,1345,35,2024-07-06 19:42:00,101,69.36,41,1074.19
871,1745,37,2024-04-10 04:14:00,75,53.76,4,551.34
872,169,48,2024-02-18 22:25:00,46,64.32,3,675.22
873,514,12,2025-01-08 21:19:00,52,64.45,14,946.36
